2
1 0 8
  3.68697217500804e+02 9.05020547210316e-04
  5.83238935610682e+01 6.97216650747684e-03
  1.33563268377099e+01 3.50185673635025e-02
  3.74033596848367e+00 1.45387124485000e-01
  1.21306158470359e+00 3.96128154471426e-01
  5.23736780765993e-01 5.05059809206143e-01
  2.32086619272604e-01 6.51861845278853e-01
  7.55523851680288e-02 3.44102463543190e-01
2 0 8
  3.68697217500804e+02 9.05020547210316e-04
  5.83238935610682e+01 6.97216650747684e-03
  1.33563268377099e+01 3.50185673635025e-02
  3.74033596848367e+00 1.45387124485000e-01
  1.21306158470359e+00 3.96128154471426e-01
  5.23736780765993e-01 5.05059809206143e-01
  2.32086619272604e-01 6.51861845278853e-01
  7.55523851680288e-02 3.44102463543190e-01
