6
1 0 6
  2.20862762910000e+00 -6.27336213147255e-01
  1.91795894900000e+00 5.34367656996321e-01
  4.97153036800000e-01 3.84966480828825e-01
  1.92182467300000e-01 3.94213128348921e-01
  1.50531183200000e-01 -1.98301949875153e-01
  7.81886773000000e-02 1.28635573135142e-01
1 1 6
  2.45973356357000e+01 8.53631013933974e-03
  6.48816086650000e+00 6.56043487115396e-02
  2.22635867440000e+00 2.21762013308247e-01
  7.76897003100000e-01 5.58188829865480e-01
  2.83424721400000e-01 5.35991352436174e-01
  9.86282573000000e-02 2.75533532172011e-01
2 0 8
  3.37005012218500e+02 1.03934360175367e-03
  5.33105310515000e+01 7.26370529957032e-03
  1.22082534814000e+01 3.91355698186385e-02
  3.41882690980000e+00 1.56040576964009e-01
  1.10879012580000e+00 4.46230081973766e-01
  4.78717798300000e-01 5.05132808436479e-01
  2.12137087700000e-01 6.51902112698884e-01
  6.90581086000000e-02 1.23171139750079e-01
3 0 8
  3.37005012218500e+02 1.03934360175367e-03
  5.33105310515000e+01 7.26370529957032e-03
  1.22082534814000e+01 3.91355698186385e-02
  3.41882690980000e+00 1.56040576964009e-01
  1.10879012580000e+00 4.46230081973766e-01
  4.78717798300000e-01 5.05132808436479e-01
  2.12137087700000e-01 6.51902112698884e-01
  6.90581086000000e-02 1.23171139750079e-01
4 0 8
  3.37005012218500e+02 1.03934360175367e-03
  5.33105310515000e+01 7.26370529957032e-03
  1.22082534814000e+01 3.91355698186385e-02
  3.41882690980000e+00 1.56040576964009e-01
  1.10879012580000e+00 4.46230081973766e-01
  4.78717798300000e-01 5.05132808436479e-01
  2.12137087700000e-01 6.51902112698884e-01
  6.90581086000000e-02 1.23171139750079e-01
5 0 8
  3.37005012218500e+02 1.03934360175367e-03
  5.33105310515000e+01 7.26370529957032e-03
  1.22082534814000e+01 3.91355698186385e-02
  3.41882690980000e+00 1.56040576964009e-01
  1.10879012580000e+00 4.46230081973766e-01
  4.78717798300000e-01 5.05132808436479e-01
  2.12137087700000e-01 6.51902112698884e-01
  6.90581086000000e-02 1.23171139750079e-01
