5
1 0 6
  2.93672506052794e+00 -6.29445645717954e-01
  2.45116748647762e+00 5.95354606846598e-01
  6.66712977463417e-01 3.97913192084068e-01
  3.30960118190803e-01 2.57041807421589e-01
  1.87017206883225e-01 1.37334004062545e-01
  7.79645405766364e-02 3.55974521390646e-02
1 1 6
  3.47953516663904e+01 1.71249646259954e-02
  9.00154707537711e+00 1.15227219687994e-01
  2.97845331068824e+00 3.56266405479320e-01
  1.06737696887501e+00 6.61321224617173e-01
  3.80271954620525e-01 6.16551446498021e-01
  1.19456834173328e-01 1.00834917307266e-01
2 0 8
  3.68697217500804e+02 9.45164501652386e-04
  5.83238935610682e+01 7.05929615195734e-03
  1.33563268377099e+01 3.62489798162175e-02
  3.74033596848367e+00 1.48571028487348e-01
  1.21306158470359e+00 4.11101678576811e-01
  5.23736780765993e-01 5.05081625846532e-01
  2.32086619272604e-01 6.51873879649876e-01
  7.55523851680288e-02 2.78074654487417e-01
3 0 8
  3.68697217500804e+02 9.45164501652386e-04
  5.83238935610682e+01 7.05929615195734e-03
  1.33563268377099e+01 3.62489798162175e-02
  3.74033596848367e+00 1.48571028487348e-01
  1.21306158470359e+00 4.11101678576811e-01
  5.23736780765993e-01 5.05081625846532e-01
  2.32086619272604e-01 6.51873879649876e-01
  7.55523851680288e-02 2.78074654487417e-01
4 0 8
  3.68697217500804e+02 9.45164501652386e-04
  5.83238935610682e+01 7.05929615195734e-03
  1.33563268377099e+01 3.62489798162175e-02
  3.74033596848367e+00 1.48571028487348e-01
  1.21306158470359e+00 4.11101678576811e-01
  5.23736780765993e-01 5.05081625846532e-01
  2.32086619272604e-01 6.51873879649876e-01
  7.55523851680288e-02 2.78074654487417e-01
